ast,blk,dreb,fg3a,fg3m,fg_pct,fga,fgm,fta,ftm,id,pf,pts,reb,stl,turnover,game_id,home_team_id,home_team_score,visitor_team_id,visitor_team_score,season,player_id,team_id,team_score,min_played,eFG%,TS%,oreb,PER
0,0,1,0,0,1.0,2,2,0,0,945714,3,4,2,0,1,42844,21,107,13,97,1984,2388,13,97,12.0,100.0,100.0,1,0.75
2,0,6,1,0,0.75,12,9,2,2,963607,2,20,8,0,2,39672,2,132,9,124,1985,533,9,124,41.0,75.0,77.63975155279502,2,1.024390243902439
6,0,12,0,0,0.75,12,9,10,8,1054463,3,26,22,4,6,46001,23,108,3,98,1989,2937,23,108,42.0,75.0,79.26829268292683,10,2.238095238095238
0,0,3,4,2,0.429,7,3,0,0,1638428,1,8,3,0,0,62859,27,107,13,97,2019,398,13,97,14.0,57.14285714285714,57.14285714285714,0,0.9285714285714285
0,1,1,2,1,0.75,4,3,0,0,2753716,3,7,2,1,0,110968,12,116,14,111,2019,666442,12,116,12.0,87.5,87.5,1,1.1666666666666665
0,1,3,0,0,0.667,3,2,2,2,867877,0,6,4,2,1,38634,2,108,24,90,1980,2362,24,90,15.0,66.66666666666666,77.31958762886599,1,1.2666666666666666
2,2,7,0,0,0.571,14,8,6,6,965917,4,22,11,1,3,40642,27,126,25,118,1985,2903,25,118,34.0,57.14285714285714,66.10576923076923,4,1.5294117647058822
0,2,5,0,0,0.5,4,2,0,0,568082,2,4,7,2,2,25813,28,104,23,93,2009,1393,23,93,21.0,50.0,50.0,2,1.1904761904761905
3,0,3,5,2,0.556,9,5,1,1,644459,2,13,4,1,0,30631,26,113,14,97,2012,1777,26,113,21.966666666666665,66.66666666666666,68.85593220338984,1,1.206373292867982
0,1,3,0,0,0.667,3,2,0,0,644464,1,4,3,0,1,30631,26,113,14,97,2012,1996,26,113,10.0,66.66666666666666,66.66666666666666,0,1.2000000000000002
1,1,3,1,0,0.0,3,0,0,0,644409,3,0,3,0,0,30088,11,93,5,89,2012,328,11,93,14.0,0.0,0.0,0,0.6071428571428571
0,2,4,5,0,0.143,7,1,0,0,706426,3,2,5,1,0,30900,12,92,1,80,2013,84,1,80,29.0,14.285714285714285,14.285714285714285,1,0.48275862068965514
0,0,3,5,2,0.545,11,6,4,3,805130,2,17,3,1,1,33665,23,90,5,102,2016,11,23,90,33.36666666666667,63.63636363636363,66.61442006269593,0,0.5994005994005993
1,0,3,2,1,0.5,2,1,0,0,821558,2,3,3,0,1,35044,4,91,2,102,2017,488,2,102,9.65,75.0,75.0,0,1.1917098445595855
1,0,11,1,1,0.667,9,6,8,4,837946,3,17,15,0,2,33019,24,97,26,94,2017,273,24,97,32.38333333333333,72.22222222222221,67.89137380191693,4,1.6829644879053012
2,5,6,0,0,0.5,14,7,4,4,963583,6,18,12,1,1,43854,13,130,11,137,1985,2599,13,130,36.0,50.0,57.10659898477157,6,1.5277777777777777
6,0,5,1,0,0.667,3,2,3,3,981381,3,7,6,0,0,42389,10,114,6,115,1986,3073,10,114,16.0,66.66666666666666,81.0185185185185,1,2.0625
1,0,6,0,0,0.2,10,2,2,2,1016925,4,6,11,0,1,42136,26,114,14,92,1987,2855,26,114,26.0,20.0,27.573529411764703,5,1.2115384615384617
6,2,6,3,0,0.5,16,8,8,7,1035733,4,23,12,5,2,45318,13,105,23,123,1988,2937,23,123,40.0,50.0,58.91393442622951,6,1.6
2,1,2,0,0,0.273,11,3,3,2,1054473,2,8,4,0,0,46001,23,108,3,98,1989,2928,3,98,24.0,27.27272727272727,32.467532467532465,2,0.625
2,0,0,2,0,0.333,3,1,0,0,1129793,4,2,0,0,0,48767,18,130,13,120,2018,34,18,130,15.0,33.33333333333333,33.33333333333333,0,0.2
2,0,3,5,4,0.636,11,7,2,1,1637264,0,19,3,0,0,62858,21,109,19,104,2019,339,21,109,22.0,81.81818181818183,79.96632996632997,0,1.1818181818181819
7,0,7,9,7,0.478,23,11,2,2,7321882,3,31,9,2,2,473411,4,123,12,122,2021,3547239,4,123,29.0,63.04347826086957,64.90787269681742,2,1.9482758620689655
5,0,3,6,2,0.444,9,4,3,2,9928785,5,12,4,1,1,474150,11,110,25,125,2021,3547301,11,110,26.0,55.55555555555556,58.139534883720934,1,0.9807692307692308
2,0,1,2,1,0.5,2,1,0,0,12602246,0,3,1,0,0,858035,18,128,28,126,2022,17896017,18,128,6.0,75.0,75.0,0,1.3333333333333333
0,0,1,1,0,0.2,5,1,0,0,965183,2,2,2,1,0,40732,17,124,6,128,1985,2592,17,124,14.0,20.0,20.0,1,0.3571428571428571
0,1,5,0,0,0.467,15,7,9,6,313163,6,20,10,0,2,13172,10,117,6,88,2001,1279,6,88,34.0,46.666666666666664,52.742616033755276,5,1.1176470588235294
5,0,2,5,2,0.5,14,7,2,1,507997,2,17,2,3,2,23832,17,118,21,106,2007,1354,17,118,29.583333333333332,57.14285714285714,57.12365591397849,0,0.7943661971830986
3,0,1,2,1,0.583,12,7,5,5,552759,1,20,1,0,4,24271,30,103,9,106,2009,1197,30,103,30.516666666666666,62.5,70.42253521126761,0,0.6062261059530312
0,0,1,0,0,0.0,2,0,0,0,568026,2,0,2,0,1,25283,10,132,13,102,2009,1219,10,132,5.0,0.0,0.0,1,0.6000000000000001
0,0,1,0,0,0.8,5,4,2,2,568097,0,10,3,1,1,25813,28,104,23,93,2009,241,28,104,13.0,80.0,85.03401360544218,2,1.3846153846153846
0,2,9,1,1,0.667,3,2,2,2,691020,0,7,9,0,1,31712,10,85,30,88,2013,1818,10,85,13.766666666666667,83.33333333333334,90.20618556701031,0,2.469733656174334
6,1,1,4,1,0.417,12,5,2,2,723071,3,13,1,0,2,28374,26,83,16,95,2014,103,26,83,37.9,45.83333333333333,50.46583850931676,0,0.44854881266490765
1,2,3,0,0,0.6,5,3,4,2,772359,1,8,3,1,1,33338,3,96,28,103,2015,216,3,96,24.2,60.0,59.171597633136095,0,0.6818181818181819
1,0,2,3,0,0.0,4,0,0,0,805123,3,0,3,0,0,33665,23,90,5,102,2016,456,5,102,18.933333333333334,0.0,0.0,1,0.34330985915492956
0,3,8,0,0,0.444,9,4,6,5,821605,3,13,17,0,1,34676,3,98,22,95,2017,48,22,95,28.566666666666666,44.44444444444444,55.84192439862543,9,2.100350058343057
0,0,2,0,0,0.0,3,0,0,0,963624,1,0,3,0,0,43475,17,114,1,96,1985,3063,17,114,7.0,0.0,0.0,1,0.8571428571428571
0,0,1,0,0,0.333,3,1,0,0,963636,1,2,1,0,0,43475,17,114,1,96,1985,2717,1,96,10.0,33.33333333333333,33.33333333333333,0,0.30000000000000004
6,3,1,4,2,0.765,17,13,3,3,999112,3,31,1,0,0,43639,7,113,11,107,1986,574,7,113,26.0,82.35294117647058,84.60698689956332,0,1.6153846153846154
0,0,0,0,0,0.667,3,2,0,0,1016909,0,4,0,0,0,44177,10,108,8,131,1987,2791,10,108,6.0,66.66666666666666,66.66666666666666,0,0.5
0,0,2,0,0,0.8,5,4,2,2,1016881,2,10,2,0,1,44422,1,109,6,102,1987,2914,1,109,13.0,80.0,85.03401360544218,0,1.076923076923077
3,0,4,0,0,0.385,13,5,2,1,1016930,1,11,7,3,0,42136,26,114,14,92,1987,2332,26,114,35.0,38.46153846153847,39.62536023054754,3,0.8714285714285714
1,0,0,2,1,0.5,4,2,1,1,1129705,1,6,0,0,1,48766,11,120,7,104,2018,346,7,104,10.0,62.5,67.56756756756756,0,0.45
2,3,6,5,2,0.556,9,5,2,2,1130935,1,14,6,1,1,48769,8,103,16,87,2018,242,16,87,27.0,66.66666666666666,70.85020242914979,0,1.259259259259259
1,0,5,3,0,0.333,12,4,0,0,312557,0,8,6,0,0,12890,24,108,16,74,2001,1050,24,108,21.0,33.33333333333333,33.33333333333333,1,0.9285714285714285
1,0,1,0,0,0.556,9,5,1,0,613783,1,10,1,1,3,24899,9,83,5,99,2011,1667,9,83,16.0,55.55555555555556,52.96610169491526,0,0.46875
3,1,5,9,6,0.529,17,9,0,0,659998,3,24,5,1,4,27247,9,96,30,85,2012,80,9,96,37.0,70.58823529411765,70.58823529411765,0,0.9054054054054055
