id,first_name,last_name,position,team_id
2683,Bob,Miller,,27
2686,Mel,Turpin,,6
2939,Jayson,Williams,,23
113,Dante,Cunningham,F,27
46389571,George,Munroe,,38
4196802,Abdul,Shamsid-Deen,F,21
17895996,E.J.,Montgomery,F,17
408,Tomas,Satoransky,G-F,30
46389639,Harry,Miller,,41
46391328,Andy,Kostecka,,46
46391397,Mal,McMullan,,49
46394535,Ray,Felix,,45
46395565,Lucian,Whitaker,,2
46396113,Ron,Sobie,,20
46406999,Emanuel,Leaks,,30
196,Gary,Harris,G,22
46405447,Steve,Patterson,,6
46409551,Stan,Washington,,30
46403315,Charles,Acton,,11
548,Winston,Bennett,,6
602,Lafayette,Lever,,7
684,Billy,Owens,,10
686,Marty,Conlon,,21
869,Alphonso,Ford,,21
946,Jerry,Stackhouse,,23
1038,Mark,Bradtke,,23
1174,Jeff,Sheppard,,1
1640,Martynas,Andriuskevicius,,6
1807,Sean,Singletary,,24
1899,Manny,Harris,,6
1943,Nolan,Smith,,25
1965,Eric,Dawson,,27
2500,Reggie,Johnson,,27
2512,Michael,Brooks,,13
2513,Calvin,Garrett,,11
2550,Myles,Patrick,,14
2694,Devin,Durrant,,12
3073,Clinton,Smith,,30
151,Dante,Exum,G,11
36,Kent,Bazemore,G,14
46391405,Wallace,Jones,,49
46395062,Jack,Turner,,20
46396099,Don,Bielke,,9
46409546,Ken,Boyd,,29
46393995,Gene,Rhodes,,49
673,Stacey,Augmon,,1
1097,Chauncey,Billups,,2
1329,Jabari,Smith,,26
1465,Jamal,Sampson,,17
1714,Allan,Ray,,2
2109,Damien,Inglis,,17
2159,Joel,Bolomboy,,29
2222,Myke,Henry,,21
666840,Lamar,Peters,G,23
46389573,Doyle,Parrack,,37
17896054,John,Petty Jr.,G-F,9
46389611,Art,Hillhouse,,10
46391391,Ed,Macauley,,38
46399180,Ted,Luckenbill,,10
286,Kyle,Lowry,G,16
46401251,Barry,Kramer,,20
46398659,Wayne,Stevens,,26
46394015,Dick,Groat,,9
345,Nerlens,Noel,F-C,3
119,Tyler,Davis,C,21
758,Sean,Rooks,,7
1188,Kornel,David,,5
1655,Stephen,Graham,,11
1736,Randolph,Morris,,20
1755,DJ,Strawberry,,24
2204,Marcus,Paige,,4
2328,Leon,Douglas,,9
2518,Charles,Whitney,,26
2664,Granville,Waiters,,12
2981,David,Robinson,,27
4196853,Yotam,Halperin,G,21
240,Alize,Johnson,F,27
46390226,Paul,Huston,,37
46391331,Dan,Kraus,,45
46389663,Moe,Becker,,40
46395572,Ken,McBride,,1
3547280,Jay,Scrubb,G,22
335,Jamal,Murray,G,8
572,Larry,Smith,,11
625,Jeff,Turner,,22
839,Scott,Haskin,,12
902,Bill,Curley,,9
1061,Kevin,Salvadori,,26
1172,Al,Harrington,,12
1217,Obinna,Ekezie,,15
1484,Sasha,Pavlovic,,29
1511,Curtis,Borchardt,,29
1545,Yuta,Tabuse,,24
1584,Brandin,Knight,,11
1867,Sundiata,Gaines,,29
1992,Nando,De Colo,,27
2233,Omari,Johnson,,15
2436,Tom,LaGarde,,21
2606,Kevin,Stacom,,17
2878,Chris,Mullin,,10
2910,Ken,Norman,,13
3061,Henry,James,,6
4197068,Nikola,Milutinov,C-F,27
244,Tyler,Johnson,G,27
17895695,Eric,Demers,G,27
46389591,Audley,Brindley,,20
1801,Mario,Chalmers,G,16
666919,Matt,Thomas,G,5
666446,Keljin,Blevins,F,25
46395058,Frank,Ramsey,,2
46406973,Mark,Sibley,,25
46406982,Steve,Bracey,,1
46400228,Mel,Nowell,,30
360,Kelly,Oubre Jr.,F,4
38017699,Jeremy,Sochan,F,27
581,James,Edwards,,9
675,Steven,Smith,,16
724,Bobby,Phills,,6
836,Brian,Davis,,18
1142,Kelly,McCarty,,12
1212,Alvin,Sims,,24
1542,Josh,Childress,,1
1638,Andre,Owens,,29
1859,Jonny,Flynn,G,18
2038,Glen,Rice,,30
80,Jose,Calderon,G,9
4196902,Emir,Preldzic,F,23
17895742,Trey,Kell,G,24
269,Jake,Layman,F,18
38017713,Jordan,Hall,G,27
46391939,Charlie,Shipp,,48
46395573,Bob,Knight,,20
46395580,Dick,Garmaker,,14
46407011,Rod,Freeman,,23
46400212,Zelmo,Beaty,,1
322,Donovan,Mitchell,G,6
46397648,Jack,Parr,,26
260,Furkan,Korkmaz,G-F,23
46403293,Flynn,Robinson,,26
388,Zach,Randolph,F,26
610,Vinnie,Johnson,,9
615,Sleepy,Floyd,,11
804,Mike,Peplowski,,26
900,Eric,Mobley,,17
947,Jeff,Webster,,30
1042,Travis,Knight,,14
1422,Chris,Wilcox,,13
1600,Arvydas,Macijauskas,,19
1619,Jarrett,Jack,,25
1877,Garret,Siler,,24
1917,Pape,Sy,,1
2132,Aaron,Harrison,,4
2185,Brice,Johnson,,13
2646,Oliver,Robinson,,27
2713,David,Pope,,26
2723,Ron,Crevier,,10
76,Trey,Burke,G,21
17553993,Joel,Ayayi,G,30
46391327,Jack,Maddox,,46
46391364,Billy,Gabor,,23
46391388,Don,Boven,,48
46392451,Norman,Glick,,14
46395570,Ronnie,MacGilvray,,1
46396620,Forest,Able,,23
46404340,Shaler,Halimon,,23
46404877,Luke,Rackley,,26
443,Klay,Thompson,G,10
340,Larry,Nance Jr.,F,19
77,Alec,Burks,G,9
634,Sam,Mitchell,,18
1387,Malik,Allen,,16
1481,David,West,,19
1809,Bobby,Brown,,26
1879,Luke,Babbitt,,25
2023,Jarvis,Varnado,,2
2051,Ricky,Ledo,,7
2556,Norman,Black,,9
2807,Mark,Davis,,17
2860,Brad,Daugherty,,6
3042,Jim,Grandholm,,7
289,Tyler,Lydon,F,26
50,Antonio,Blakeney,G,25
4197384,Yam,Madar,G,2
49,Nemanja,Bjelica,F,10
46391418,Alex,Groza,,49
46404327,Jim,Caldwell,,20
46399189,Wayne,Yates,,14
46393990,Jerry,Fowler,,1
46408520,Leon,Benbow,,5
17896037,James,Bouknight,G,4
560,Rolando,Blackman,,7
1130,Ed,Stokes,,28
1170,Jahidi,White,,30
1537,Robert,Swift,,21
1679,Patrick,O'Bryant,,10
1705,Maurice,Ager,,7
1719,Desmon,Farmer,,21
2248,Michael,Cooper,,14
2278,Caldwell,Jones,,23
2425,Ricky,Sobers,,5
2520,John,Duren,,29
2572,Joe,Cooper,,3
2635,Russ,Schoene,,23
2656,Howard,Carter,,8
2972,Sedale,Threatt,,21
4197077,Dimitrios,Agravanis,F,26
46390207,Gino,Sovran,,41
6,LaMarcus,Aldridge,F,3
17895706,Denzel,Mahoney,G-F,4
17554001,Javonte,Smart,G,16
46395567,Tom,Brennan,,10
46394537,Jack,George,,10
46399699,Bill,Smith,,20
46404334,Stu,Lantz,,11
46406977,Charles,Dudley,,21
46407012,Bob,Davis,,25
46404368,Lee,Winfield,,21
46398667,Bob,McNeill,,20
46409580,Phil,Hicks,,5
38017720,Trevor,Keels,G,20
17553992,Moses,Moody,G,10
46406456,Bob,Riley,,1
46406459,Alvin,Holt,,5
830,Sam,Cassell,,11
978,Kurt,Thomas,,16
1094,Etdrick,Bohannon,,12
1509,Maciej,Lampe,,24
1620,Martell,Webster,,25
1685,Alexander,Johnson,,15
2073,Scotty,Hopson,,21
2710,Ron,Cavenall,,20
2938,Hersey,Hawkins,,23
2945,Ron,Anderson,,23
666847,Shamorie,Ponds,G,28
17895727,Austin,Hollins,G-F,30
17553977,Yoeli,Childs,F,14
193,Maurice,Harkless,F,26
17895750,Steven,Enoch,F,17
38017738,Chima,Moneke,F,26
46389666,Hank,Zeller,,44
46391387,Ray,Corley,,23
46391940,Charlie,Parsley,,10
46395587,Walter,Devlin,,9
237,LeBron,James,F,14
46400744,Jerry,Lucas,,26
46401248,Emmette,Bryant,,20
46393991,Elmer,Behnke,,1
434,Jayson,Tatum,F,2
666754,Garrison,Mathews,G,1
487,Delon,Wright,G,30
46405958,Ken,Durrett,,26
46411583,Rudy,Hackett,,12
721,Stephen,Bardo,,27
940,Brent,Barry,,13
1180,Tyrone,Nesby,,13
1510,Theron,Smith,,15
1688,Ronnie,Brewer,,29
1701,Marcus,Williams,,3
1995,Orlando,Johnson,,12
2291,Ron,Lee,,1
2453,Wiley,Peck,,27
2511,Mike,Harper,,25
2516,Wayne,Robinson,,9
2585,Hank,McDowell,,10
2781,Jamie,Waller,,3
2875,Jim,Thomas,,18
3062,Jim,Les,,26
9318184,Freddie,Gillespie,F,22
46390769,Red,Holzman,,26
46405402,Marv,Winkler,,17
46406984,Rowland,Garrett,,5
46406993,Steve,Downing,,2
46404338,Wilmer,Hosket,,20
46401245,Jerry,Harkness,,20
4,Bam,Adebayo,C-F,16
3547240,James,Wiseman,C,9
486,Christian,Wood,F,7
698,Carl,Herrera,,11
833,Antonio,Davis,,12
924,Ivano,Newbill,,9
1020,Ben,Wallace,,30
1367,DeSagana,Diop,,6
1428,Jiri,Welsch,,10
1596,Dijon,Thompson,,24
1611,James,Singleton,,13
2310,Larry,Steele,,25
2397,Bo,Ellis,,8
2890,Reggie,Miller,,12
2927,Craig,Hodges,,5
3017,Dwayne,Schintzius,,27
3547261,Nico,Mannion,G,10
398,Jerome,Robinson,G,5
666750,Jeremiah,Martin,G,6
17895762,Deonte,Burton,F,8
46390247,Gene,Stump,,2
46390804,George,Kaftan,,2
46392456,Bob,Cousy,,2
46404353,Tom,Boerwinkle,,5
125,DeMar,DeRozan,G,5
976,Frankie,King,,14
1489,Mickael,Pietrus,,10
1991,Kyle,Singler,,9
2015,Mirza,Teletovic,,3
2239,Joe,Bryant,,13
2261,Calvin,Murphy,,11
2272,Kevin,Grevey,,30
2591,John,Douglas,,13
302,Luc,Mbah a Moute,F,11
4197069,Arturas,Gudaitis,C-F,6
17554007,Colbey,Ross,G,10
23,Dwayne,Bacon,G-F,20
46390197,Harold,Johnson,,40
666463,Jarrell,Brantley,F,29
46405433,Jeff,Halliburton,,1
46400218,Leroy,Ellis,,14
211,George,Hill,G,12
368,Cameron,Payne,G,24
46392971,Hank,DeZonie,,1
3547242,Deni,Avdija,F,30
46397647,Vern,Hatton,,10
1603383,Gabe,Vincent,G,16
517,Tom,Chambers,,24
718,Brian,Howard,,7
840,Gerald,Madkins,,6
879,Grant,Hill,,9
1478,Ndudi,Ebi,,18
1499,Chris,Kaman,,13
1643,Andray,Blatche,,30
1782,Josh,McRoberts,,25
1850,Toney,Douglas,,20
2464,Bob,Gross,,25
2734,Mike,Brittain,,27
2793,Winston,Crite,,24
2821,Robert,Lock,,13
2975,Tree,Rollins,,9
3048,Irving,Thomas,,14
396,Devin,Robinson,F,12
4197071,Juan Pablo,Vaulet,F,3
4196997,Alex,Oriakhi,F,26
46389615,Joe,Fulks,,10
46390779,Bill,Henry,,9
46390799,Earl,Gardner,,14
46391383,Bill,Closs,,47
46392463,Paul,Arizin,,10
46405431,Ernie,Killum,,14
46404363,Loy,Petersen,,5
46405446,Gil,McGregor,,26
3547248,Patrick,Williams,F,5
432,Edmond,Sumner,G,3
564,A.J.,English,,30
607,Tom,Hammonds,,30
866,Bo,Outlaw,,13
981,Cory,Alexander,,27
1011,Brent,Scott,,12
1673,Robert,Hite,,16
1722,Uros,Slokar,,28
2366,Truck,Robinson,,24
2498,Kenny,Higgs,,8
1988,Donatas,Motiejunas,,27
46390758,Kenny,Rollins,,37
46391389,George,Ratkovicz,,23
46392438,Danny,Wagner,,51
46394515,Don,Hanrahan,,49
301,Wesley,Matthews,G-F,17
46400739,Eddie,Miles,,9
4197388,Marko,Simonovic,C,5
38124126,John,Butler Jr.,F,25
46410587,Larry,Moffett,,11
46403819,George,Patterson,,9
17896075,Cade,Cunningham,G-F,9
617,Tyrone,Corbin,,18
790,Duane,Washington,,13
868,Andrew,Gaze,,30
957,Joe,Smith,,10
1193,Raef,LaFrentz,C,8
1441,Drew,Gooden,F,15
2082,Shayne,Whittington,,12
2338,Mike,Bantom,,12
2449,Dennis,Awtrey,,5
2599,Kurt,Nimphius,,7
2671,Carlos,Clark,,2
2789,Clinton,Wheeler,,12
2855,Joe,Kleine,,2
3019,Greg,Grant,,20
2216,Kadeem,Allen,,20
46389624,Alexander,Rosenberg,,10
353,Semi,Ojeleye,F,13
46391357,Johnny,Oldham,,9
46391324,Roy,Pugh,,46
46392457,Chuck,Cooper,,2
46413080,Ray,Epps,,10
46401260,Jim,Barnes,,20
46408506,Glenn,McDonald,,2
46408509,Jim,Ard,,2
46403263,Bob,Weiss,,23
574,Derek,Harper,,7
604,Mitch,Richmond,,10
612,Delaney,Rudd,,29
972,Mark,Davis,,18
1106,Chris,Crawford,,1
1380,Antonis,Fotsis,,15
1448,Dan,Dickau,,1
2320,Paul,Dawkins,,29
2401,David,Thompson,,8
2577,Garry,Witts,,30
2814,Ricky,Berry,,26
150,Tyreke,Evans,G,12
17895754,Tyree,White,F,17
4196812,DeeAndre,Hulett,G-F,28
50661,Chris,Chiozza,G,10
308,Alfonzo,McKinnie,F,5
46394532,Jim,Luisi,,45
319,Patty,Mills,G,3
46400741,Art,Heyman,,20
46405396,Rich,Rinaldi,,30
180,Devonte',Graham,G,27
145,Joel,Embiid,F-C,23
666577,Daniel,Gafford,F,30
402,Terrence,Ross,G-F,24
46403295,Dick,Snyder,,1
45969255,Justin,Lewis,F,5
910,Monty,Williams,,20
1012,Erick,Dampier,,12
1018,Shareef,Abdur-Rahim,F,15
1400,Ratko,Varda,,9
1442,Gordan,Giricek,,15
1856,Trey,Gilder,,15
1985,Victor,Claver,,25
2284,Steve,Mix,,23
2405,Kim,Hughes,,8
2755,Dwayne,Washington,,3
2805,Richard,Rellford,,27
2100,Kalin,Lucas,,9
29,J.J.,Barea,G,7
46389574,Chuck,Halbert,,37
17895775,Zach,Auguste,C,2
46391332,John,W.,,2
46391370,Jake,Carter,,47
46393485,Ray,Ragelis,,26
250,DeAndre,Jordan,C,8
46409578,Tate,Armstrong,,5
273,Alex,Len,C,26
46403300,Rick,Weitzman,,2
277,Caris,LeVert,G,6
38017677,Dyson,Daniels,G,19
38017714,Keon,Ellis,G,26
629,Andy,Toolson,,29
903,Anthony,Tucker,,30
967,Donny,Marshall,,6
1789,Adam,Haluska,,19
1805,DeMarcus,Nelson,G,10
1849,Ty,Lawson,,8
1908,Elliot,Williams,,25
1996,Thomas,Robinson,,26
2176,Georgios,Papagiannis,,26
2361,Jeff,Cook,,24
2845,Mike,Morrison,,24
2116373,Dusty,Hannahs,G,15
20,Trevor,Ariza,F,14
46405411,Al,Henry,,23
46399192,Paul,Neumann,,23
31,Will,Barton,G,28
46403291,Lou,Hudson,,1
1513,Kendrick,Perkins,,2
1514,Dahntay,Jones,,15
1976,Xavier,Silas,,23
2224,James,Webb III,,3
2475,Glen,Gondrezick,,8
2555,John,Stroud,,11
2692,Tom,Sewell,,30
2767,Forrest,McKenzie,,27
2799,Ricky,Wilson,,3
2879,Rony,Seikaly,,16
2905,Bo,Kimble,,13
2225,Josh,Gray,,8
46390809,Bob,Kinney,,2
46401246,Roger,Strickland,,30
242,James,Johnson,F,12
46410091,Chuckie,Williams,,6
46403308,Bob,Love,,26
38017698,Mark,Williams,C,4
1104,DeJuan,Wheat,,18
1107,Zydrunas,Ilgauskas,C,6
1306,Paul,McPherson,,24
1902,Samardo,Samuels,,6
2206,Matt,Costello,,27
2670,Stewart,Granger,,6
2777,Ralph,Lewis,,9
2952,Kendall,Gill,,4
17553990,Isaiah,Brown,F,10
4196826,Remon,Van de Hare,C,22
46390752,Jack,Rocker,,10
46395592,Walter,Dukes,,20
46408516,Clyde,Mayes,,17
46402271,Keith,Erickson,,10
383,Taurean,Prince,F,18
666860,Cameron,Reddish,F-G,25
3547256,Saddiq,Bey,F,1
46403311,Arthur,Williams,,11
38017701,Kendall,Brown,G,12
38017663,E.J.,Liddell,F,19
47,Jabari,Bird,G,2
828,Popeye,Jones,,7
999,Dwayne,Whitfield,,28
1128,Charles,Smith,,16
1846,Derrick,Brown,,4
2081,Damjan,Rudez,,12
2171,AJ,Hammons,,7
2301,Mike,Glenn,,20
2478,Darnell,Hillman,,10
2535,Dewayne,Scales,,20
2575,Tracy,Jackson,,2
2731,Pete,Williams,,8
2936,Brian,Oliver,,23
3077,Joe,"Barry,Carroll",,24
666653,William,Howard,G-F,11
17895793,Cullen,Russo,F,18
40,Marco,Belinelli,G-F,27
17554008,Justin,Smith,F,16
428,Omari,Spellman,F,5
46390244,Sid,Tannenbaum,,20
235,Justin,Jackson,F,2
46394517,Henry,Darcey,,1
46395588,Chuck,Noble,,9
46395598,Jack,Twyman,,26
46405380,Dwight,Waller,,1
283,Brook,Lopez,C,17
46402258,John,Tresvant,,1
128,Hamidou,Diallo,G,9
377,Bobby,Portis,F,17
666908,Max,Strus,G,16
46405959,Jackie,Ridgle,,6
811,Antonio,Harvey,,14
845,Ricky,Grace,,1
1072,Tony,Farmer,,16
1185,Ruben,Patterson,,14
1296,Keyon,Dooling,,13
1790,JamesOn,Curry,,5
1876,Devin,Ebanks,,14
2150,Alex,Stepheson,,13
2240,Nick,Weatherspoon,,13
2351,Earl,Tatum,,6
2655,Moses,Malone,,27
2726,Yvon,Joseph,,3
2769,Jim,Lampley,,23
2838,Eric,Johnson,,29
3030,Stojko,Vrankovic,,2
17895914,Matt,Morgan,G,28
2219,Milton,Doyle,,25
17895819,LiAngelo,Ball,F,4
4196839,Fran,Vazquez,F-C,22
17896014,Eugene,German,G,8
138,Jared,Dudley,F,14
46390213,Mel,Hirsch,,2
46390249,Mike,Bloom,,2
30053472,Gabriel,Lundberg,,24
46389701,Chet,Aubuchon,,40
46391932,Bob,Royer,,50
46405428,Tom,Black,,26
46407001,Nate,Hawthorne,,14
46404361,Dale,Schlueter,,10
46400227,Porter,Meriwether,,23
46408538,Bob,Bigelow,,26
46411582,Scott,Sims,,27
46411585,Phil,Bond,,11
895,Antonio,Lang,,24
907,Glenn,Robinson,,17
984,David,Vaughn,,22
1153,Casey,Shaw,,23
1324,Donnell,Harvey,,7
2462,Earl,Evans,,9
2539,Monti,Davis,,23
2601,Jim,Brogan,,13
2654,Michael,Davis,,20
2742,Jeff,Cross,,13
2806,Richard,Morton,,12
3037,Milos,Babic,,6
4196807,Ben,Pepper,C,2
4196810,Andrew,Betts,C,12
17553981,Kahlil,Whitney,F,10
2099,Bruno,Caboclo,,11
17896109,Ryan,Daly,G,5
127,Cheick,Diallo,F,9
666871,Justin,Robinson,G,9
46390811,Les,Pugh,,43
46407007,Ben,Kelso,,9
46406981,Joby,Wright,,21
46406983,Eric,McWilliams,,11
46409592,Greg,Griffin,,24
47738533,Jeenathan,Williams,G,25
3547253,Theo,Maledon,G,4
210,Buddy,Hield,G,12
46411084,Keith,Starr,,5
772,Alex,Blackwell,,14
1039,Steve,Nash,,24
1395,Maurice,Evans,,18
1556,Luke,Jackson,,6
1785,Marcus,Williams,,27
2200,Mike,Young,,30
2258,M.L.,Carr,,2
2288,Eddie,Johnson,,1
2298,Joe,Meriweather,,20
2934,Stacey,King,,5
3450,Deng,Adel,,3
666897,Justin,Simon,G,24
46391336,Ray,Ellefson,,14
46400729,Dave,Gunther,,10
54,Bojan,Bogdanovic,F,9
46404359,Bernie,Williams,,11
192,James,Harden,G,23
421,Dennis,Smith Jr.,G,4
666676,Ty,Jerome,G,10
894,Michael,Smith,,26
1228,Ryan,Bowen,,8
1338,Dan,McClintock,,8
1587,Dorell,Wright,,16
1696,Cedric,Bozeman,,1
1706,Pops,Mensah-Bonsu,,7
1832,J.R.,Giddens,,2
1949,Ivan,Johnson,,1
1978,Jared,Sullinger,,2
2036,Ognjen,Kuzmic,,10
2121,Jerrelle,Benimon,,29
2268,Tom,Henderson,,11
2409,George,Gervin,,27
238,Amile,Jefferson,F,22
3547291,Mason,Jones,G,14
46390232,Jack,Tingle,,42
46391333,Dick,Wehr,,46
46389651,George,Grimshaw,,43
46390784,Fran,Curran,,26
46393474,Bill,Tosheff,,49
46407006,Ken,Charles,,13
46405409,Nate,Williams,,26
46394010,Mark,Workman,,10
390,Davon,Reed,G,14
358,Kelly,Olynyk,F,29
2274,Larry,Wright,,30
2290,John,Drew,,1
2410,Irv,Kiffin,,27
2949,J.R.,Reid,,4
3045,Terry,Mills,,8
2075,Devyn,Marble,,10
666552,John,Egbunu,C,18
666824,Miye,Oni,G,19
46390243,Gene,Rock,,37
46389672,Mike,Bytzura,,44
46391396,Johnny,Macknowski,,23
391,Josh,Richardson,G-F,19
667378,Naz,Reid,F-C,18
46408548,Donnie,Freeman,,14
3547293,Naji,Marshall,F,19
263,Kosta,Koufos,C,26
507,Steve,Johnson,,10
568,Brad,Lohaus,,17
645,Pete,Chilcutt,,26
714,Lamont,Strothers,,25
821,Mitchell,Butler,,30
1491,Reece,Gaines,,22
1625,Donell,Taylor,,30
2013,Tornike,Shengelia,,3
2348,Bingo,Smith,,6
2551,Edgar,Jones,,3
2729,Alfredrick,Hughes,,27
2999,John,Shasky,,7
666584,Kaiser,Gates,F,3
46392436,Glen,Selbo,,51
46395055,Jim,Tucker,,23
46393491,Sam,Ranzino,,26
46396097,Bob,Williams,,14
46398668,Thomas,Sanders,,2
46394011,Jack,McMahon,,26
46397130,Bill,Ebben,,9
46397639,Mike,Farmer,,20
46403822,Tyrone,Britt,,11
38017692,Malaki,Branham,F,27
46412583,Lars,Hansen,,21
573,Pooh,Richardson,,18
1077,Michael,Hawkins,,2
1102,Keith,Closs,,13
1298,DeShawn,Stevenson,,29
1411,Smush,Parker,,6
1848,Eric,Maynor,,29
2210,Jamil,Wilson,,13
2250,Ron,Boone,,14
2255,Don,Chaney,,2
2533,Kelvin,Ransey,,25
2689,Peter,Thibeaux,,10
2748,Ken,Green,,20
2869,Mark,Aguirre,,9
2986,Sidney,Green,,27
4196827,Nedzad,Sinanovic,C,25
295,Thon,Maker,F,6
24590098,Justin,Tillman,F,1
46390255,Paul,Seymour,,45
46390771,D.C.,Wilcutt,,38
46391938,George,Feigenbaum,,45
46392454,Nat,Clifton,,20
46406961,Bernie,Fryer,,25
46399201,Johnny,Egan,,9
69,Bruce,Brown,G,8
17553979,Jonathan,Kuminga,F,10
329,Markieff,Morris,F,7
955,George,Zidek,,4
990,Corliss,Williamson,,26
1240,Derek,Hood,,4
1281,Kenyon,Martin,F,3
1318,Mike,Penberthy,,14
1366,Kedrick,Brown,,2
1456,Dajuan,Wagner,,6
1459,Melvin,Ely,,13
1507,Keith,Bogans,,22
1748,Oleksiy,Pecherov,,30
1979,Kris,Joseph,,2
2012,Andrew,Nicholson,,22
2101,Erick,Green,,8
2403,George,McGinnis,,8
2458,Maurice,Lucas,,25
2614,Rock,Lee,,13
2736,Georgi,Glouchkov,,24
2919,Lionel,Simmons,,26
17895984,Derrick,Alston Jr.,F,29
46389622,Bob,Fitzgerald,,20
18678057,Jamorko,Pickett,F,9
46389649,Nat,Militzok,,41
46389654,Michael,Wallace,,41
46390818,John,Mandic,,46
46393473,George,King,,23
46396100,Bob,Santini,,20
46404370,Lucius,Allen,,21
46400216,Don,Nelson,,30
666848,Jordan,Poole,G,10
3547285,Xavier,Tillman,F,15
17896036,Tre,Mann,G,21
46412582,Essie,Hollis,,9
563,Jon,Sundvold,,16
621,Alec,Kessler,,16
802,Josh,Grant,,10
1067,Marcus,Brown,,25
1209,Trevor,Winter,,18
1282,Soumaila,Samake,,3
1520,Ronald,Dupree,,5
1866,Byron,Mullens,,21
1886,Andy,Rautins,,20
2324,Bob,McAdoo,,9
2417,Paul,Griffin,,27
2563,Jacky,Dorsey,,21
2928,Dennis,Hopson,,5
2940,Johnny,Dawkins,,23
2951,Kelly,Tripucka,,4
39,Michael,Beasley,F,25
4196821,Sofoklis,Schortsanitis,F-C,21
46391355,Frank,Kudelka,,37
46391367,Leroy,Chollet,,23
46393477,Buckshot,O'Brien,,49
46392460,Joe,Hutton,,14
46400205,John,Havlicek,,2
46392964,Jim,Riffey,,9
38017607,Kevon,Harris,G,22
46401762,Les,Hunter,,30
46407509,Jim,Owens,,24
38017731,Vince,Williams Jr.,G,15
392,Malachi,Richardson,G,29
518,Alaa,Abdelnaby,,25
585,Kevin,Duckworth,,25
918,Charlie,Ward,,20
1083,Matt,Steigenga,,5
1454,Ken,Johnson,,16
1702,Hassan,Adams,,3
1720,Steven,Smith,,23
1726,Andre,Brown,,21
2177,Tim,Quarterman,,25
2187,Shawn,Long,,23
2246,Jim,Chones,,14
2368,John,Coughran,,10
2391,Lloyd,Walton,,17
2460,Ollie,Mack,,14
2666,Sidney,Lowe,,12
2675,Darrell,Lockhart,,27
2832,Torgeir,Bryn,,13
2969,Michael,Cage,,21
13,Ryan,Anderson,F,11
17895821,D.J.,Hogg,F,22
17896053,Aaron,Henry,G,23
666717,Vic,Law,F,14
46403827,Ron,Filipek,,23
46400736,Reggie,Harding,,9
46409545,Ed,Searcy,,2
48248491,Chance,Comanche,C,25
46392961,Gerry,Calabrese,,23
666971,Dylan,Windler,G-F,6
3547301,Jae'Sean,Tate,F,11
476,Robert,Williams III,C-F,2
46403281,Archie,Clark,,14
863,Roy,Marble,,8
929,Darrick,Martin,,18
1005,Thomas,Hamilton,,2
1203,Damon,Jones,,3
1382,Jeff,Trepagnier,,6
1717,Marcus,Vinicius,,19
1756,Alando,Tucker,,24
2014,Tyshawn,Taylor,,3
2739,Keith,Lee,,6
2915,Bill,Wennington,,26
3036,Buck,Johnson,,11
17896090,MaCio,Teague,G,29
46390212,Al,Lujack,,42
46389584,Belus,Smawley,,38
46390797,Fred,Lewis,,45
46391399,Bob,Evans,,49
46391423,Nelson,Bobb,,10
17896039,Justin,Champagnie,F,2
46401243,John,Windsor,,10
480,Kenrich,Williams,G-F,21
46403267,Thales,McReynolds,,30
46403306,Jimmy,Walker,,9
17896094,Dalano,Banton,G,28
38017705,Walker,Kessler,C,29
496,Howard,Wright,,1
661,Mark,Macon,,8
756,Malik,Sealy,,12
883,Eric,Piatkowski,,13
1055,Amal,McCaskill,,22
1354,Charlie,Bell,,24
1504,Matt,Carroll,,25
1819,Donte,Greene,,26
2993,Larry,Drew,,14
4196818,Peter,Fehse,F,29
17895720,Troy,Baxter Jr.,F,5
46391356,Joe,Bradley,,37
46392440,Gene,Ollrich,,48
46399177,Lee,Shaffer,,23
46409563,Byron,Beck,,8
27924547,Lindy,Waters III,F,21
909,Tony,Dumas,,7
960,Damon,Stoudamire,,28
969,Tyus,Edney,,26
1063,Moochie,Norris,,15
1223,Trajan,Langdon,,6
1500,Luke,Ridnour,,21
1535,Kris,Humphries,,29
1798,Greg,Oden,C,25
1803,Brandon,Rush,,12
1823,Anthony,Morrow,,10
1887,Sherron,Collins,,4
2183,Mike,Tobey,,4
2299,Larry,Demic,,20
2308,Kermit,Washington,,25
2446,Gus,Gerard,,26
2747,Nick,Vanos,,24
3070,Ron,Harper,,13
381,Alex,Poythress,F,1
3547197,Devon,Dotson,G,30
46389575,Max,Zaslofsky,,37
17895747,Marcus,Foster,G,11
46391369,Joe,Dolhon,,45
46391371,Alex,Hannum,,23
46391434,Bill,Herman,,50
46392455,Larry,Foust,,9
46398677,Willie,Jones,,9
666849,Kevin,Porter Jr.,G,11
46402273,Gail,Goodrich,,14
39613724,Ibou,Badji,C,25
375,Michael,Porter Jr.,F,8
753,Matt,Othick,,27
1059,Jermaine,O'Neal,,25
1553,Al,Jefferson,,2
1639,Eddie,Basden,,5
2419,Phil,Chenier,,30
3079,Everette,Stephens,,17
666640,Amir,Hinton,G,20
666795,Jordan,Murphy,F,18
17896092,Jalen,Crutcher,G,17
3547265,Tyler,Bey,F,11
46389603,Angelo,Musi,,10
133,Tyler,Dorsey,G,7
46391338,George,Glamack,,46
46395036,Don,Asmonga,,45
46395040,Bato,Govedarica,,23
46396115,Tom,Heinsohn,,2
367,Chris,Paul,G,24
46404351,Gary,Gregor,,24
46399198,Gary,Phillips,,2
